date,quarterhour,from_station,to_station,direction,link_load
02/04/2019,0730,Northolt,Greenford,EB,739.0012098624395
02/04/2019,0745,Northolt,Greenford,EB,785.1287236119806
02/04/2019,0800,Northolt,Greenford,EB,738.0402199926574
02/04/2019,0815,Northolt,Greenford,EB,724.586361815708
02/04/2019,0830,Northolt,Greenford,EB,678.4588480661669
02/04/2019,0845,Northolt,Greenford,EB,480.49493489105305
02/04/2019,0900,Northolt,Greenford,EB,368.0591201265466
02/04/2019,0915,Northolt,Greenford,EB,372.8640694754571
02/04/2019,0930,Northolt,Greenford,EB,293.10191028354234
02/04/2019,0945,Northolt,Greenford,EB,223.91063965923072
02/04/2019,1000,Northolt,Greenford,EB,215.26173083119176
02/04/2019,1015,Northolt,Greenford,EB,200.84688278446015
02/04/2019,1030,Northolt,Greenford,EB,160.4853082536117
02/04/2019,1045,Northolt,Greenford,EB,156.64134877448328
02/04/2019,1100,Northolt,Greenford,EB,147.99243994644434
02/04/2019,1115,Northolt,Greenford,EB,148.95342981622645
02/04/2019,1130,Northolt,Greenford,EB,137.42155137884117
02/04/2019,1145,Northolt,Greenford,EB,130.6946222903664
02/04/2019,1200,Northolt,Greenford,EB,124.92868307167376
02/04/2019,1215,Northolt,Greenford,EB,129.73363242058429
02/04/2019,1230,Northolt,Greenford,EB,123.96769320189166
02/04/2019,1245,Northolt,Greenford,EB,122.04571346232746
02/04/2019,1300,Northolt,Greenford,EB,117.24076411341693
02/04/2019,1315,Northolt,Greenford,EB,120.12373372276326
02/04/2019,1330,Northolt,Greenford,EB,111.47482489472429
02/04/2019,1345,Northolt,Greenford,EB,105.70888567603166
02/04/2019,1400,Northolt,Greenford,EB,98.98195658755692
02/04/2019,1415,Northolt,Greenford,EB,101.86492619690324
02/04/2019,1430,Northolt,Greenford,EB,99.94294645733902
02/04/2019,1445,Northolt,Greenford,EB,102.82591606668534
02/04/2019,1500,Northolt,Greenford,EB,118.20175398319903
02/04/2019,1515,Northolt,Greenford,EB,121.08472359254536
02/04/2019,1530,Northolt,Greenford,EB,131.65561216014854
02/04/2019,1545,Northolt,Greenford,EB,136.46056150905903
02/04/2019,1600,Northolt,Greenford,EB,141.26551085796956
02/04/2019,1615,Northolt,Greenford,EB,144.1484804673159
02/04/2019,1630,Northolt,Greenford,EB,152.79738929535483
02/04/2019,1645,Northolt,Greenford,EB,151.83639942557275
02/04/2019,1700,Northolt,Greenford,EB,157.60233864426536
02/04/2019,1715,Northolt,Greenford,EB,170.09520695143277
02/04/2019,1730,Northolt,Greenford,EB,147.99243994644434
02/04/2019,1745,Northolt,Greenford,EB,147.99243994644434
02/04/2019,1800,Northolt,Greenford,EB,133.57759189971273
02/04/2019,1815,Northolt,Greenford,EB,118.20175398319903
02/04/2019,1830,Northolt,Greenford,EB,94.17700723864638
02/04/2019,1845,Northolt,Greenford,EB,92.25502749908217
02/04/2019,1900,Northolt,Greenford,EB,79.7621591919148
02/04/2019,1915,Northolt,Greenford,EB,68.23028075452952
02/04/2019,1930,Northolt,Greenford,EB,57.65939218692636
02/04/2019,1945,Northolt,Greenford,EB,48.049493489105295
02/04/2019,2000,Northolt,Greenford,EB,45.16652387975898
02/04/2019,2015,Northolt,Greenford,EB,35.556625181937925
02/04/2019,2030,Northolt,Greenford,EB,31.7126657028095
02/04/2019,2045,Northolt,Greenford,EB,30.75167583302739
02/04/2019,2100,Northolt,Greenford,EB,28.82969609346318
02/04/2019,2115,Northolt,Greenford,EB,27.868706223681073
02/04/2019,2130,Northolt,Greenford,EB,27.868706223681073
02/04/2019,2145,Northolt,Greenford,EB,26.90771635389897
02/04/2019,2200,Northolt,Greenford,EB,25.946726484116862
02/04/2019,2215,Northolt,Greenford,EB,23.063756874770544
02/04/2019,2230,Northolt,Greenford,EB,17.297817656077907
02/04/2019,2245,Northolt,Greenford,EB,15.375837916513696
02/04/2019,2300,Northolt,Greenford,EB,12.492868307167377
02/04/2019,2315,Northolt,Greenford,EB,9.60989869782106
02/04/2019,2330,Northolt,Greenford,EB,8.648908828038953
02/04/2019,2345,Northolt,Greenford,EB,6.726929088474742
02/04/2019,0000,Greenford,Perivale,EB,4.021952821045582
02/04/2019,0015,Greenford,Perivale,EB,3.016464615784187
02/04/2019,0030,Greenford,Perivale,EB,1.0054882052613956
02/04/2019,0045,Greenford,Perivale,EB,0.0
02/04/2019,0100,Greenford,Perivale,EB,0.0
02/04/2019,0115,Greenford,Perivale,EB,0.0
02/04/2019,0130,Greenford,Perivale,EB,0.0
02/04/2019,0145,Greenford,Perivale,EB,0.0
02/04/2019,0200,Greenford,Perivale,EB,0.0
02/04/2019,0215,Greenford,Perivale,EB,0.0
02/04/2019,0230,Greenford,Perivale,EB,0.0
02/04/2019,0245,Greenford,Perivale,EB,0.0
02/04/2019,0300,Greenford,Perivale,EB,0.0
02/04/2019,0315,Greenford,Perivale,EB,0.0
02/04/2019,0330,Greenford,Perivale,EB,0.0
02/04/2019,0345,Greenford,Perivale,EB,0.0
02/04/2019,0400,Greenford,Perivale,EB,0.0
02/04/2019,0415,Greenford,Perivale,EB,0.0
02/04/2019,0430,Greenford,Perivale,EB,0.0
02/04/2019,0445,Greenford,Perivale,EB,0.0
02/04/2019,0500,Greenford,Perivale,EB,82.45003283143444
02/04/2019,0515,Greenford,Perivale,EB,135.7409077102884
02/04/2019,0530,Greenford,Perivale,EB,181.9933651523126
02/04/2019,0545,Greenford,Perivale,EB,312.706831836294
