Link,Line,Dir,Order,From NLC,From ASC,From Station,To NLC,To ASC,To Station,Total,Early     ,AM Peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
CHGu_CEN_EB>RODu_CEN_EB@CEN,Central,EB,48,544,CHGu,Chigwell,688,RODu,Roding Valley,551,102,293,96,49,8,4,1,3,6,7,6,23,24,31,33,37,44,42,35,35,33,8,10,7,5,3,4,3,3,2,3,2,3,2,3,3,3,2,3,3,4,3,4,4,5,4,8,9,10,7,9,8,6,5,6,4,3,2,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RODu_CEN_EB>WFDu_CEN_WB@CEN,Central,EB,49,688,RODu,Roding Valley,769,WFDu,Woodford,584,115,319,90,48,8,5,1,3,6,6,8,27,27,36,39,41,48,46,38,38,34,8,10,7,4,5,5,4,3,3,3,3,2,3,3,3,2,3,3,3,2,3,4,4,3,5,7,8,7,8,8,7,5,6,6,4,3,3,2,2,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPPu_CEN_WB>THBu_CEN_WB@CEN,Central,WB,1,572,EPPu,Epping,725,THBu,Theydon Bois,1 948,490,616,459,280,84,19,13,24,40,57,81,89,92,95,89,73,83,72,66,55,51,32,34,22,22,15,18,14,16,15,18,15,16,17,20,17,18,18,20,16,18,18,21,18,21,24,23,25,24,29,27,27,27,27,25,25,26,21,23,18,18,16,15,11,10,7,6,5,5,6,6,5,5,4,4,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBu_CEN_WB>DEBu_CEN_WB@CEN,Central,WB,2,725,THBu,Theydon Bois,557,DEBu,Debden,2 345,561,741,566,343,105,28,16,29,49,61,83,105,108,110,112,99,87,86,78,64,59,46,39,26,26,19,22,17,19,18,21,18,20,20,23,20,21,21,24,20,21,22,27,24,27,29,31,29,33,40,36,36,34,35,29,30,30,29,24,23,20,17,17,13,10,9,8,7,7,7,8,7,7,6,6,4,4,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEBu_CEN_WB>LTNu_CEN_WB@CEN,Central,WB,3,557,DEBu,Debden,636,LTNu,Loughton,3 694,809,1 089,935,632,182,47,20,31,65,103,132,146,159,153,146,134,135,134,114,102,84,67,51,51,34,37,27,28,25,33,29,31,28,35,33,37,37,42,36,34,33,40,39,42,44,54,53,51,64,61,66,61,69,65,65,51,53,49,40,39,39,35,28,23,20,16,14,13,11,13,12,11,10,11,8,8,6,6,4,4,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTNu_CEN_WB>BHLu_CEN_WB@CEN,Central,WB,4,636,LTNu,Loughton,531,BHLu,Buckhurst Hill,5 075,1 016,1 496,1 345,898,253,66,27,43,70,118,155,173,211,220,213,199,189,165,151,124,109,93,77,65,60,50,49,42,40,40,40,38,40,41,43,47,50,50,49,49,51,52,54,72,75,78,85,90,79,91,90,94,96,95,90,83,74,71,63,51,50,42,34,32,27,23,21,18,17,18,17,15,15,14,12,11,10,8,7,5,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHLu_CEN_WB>WFDu_CEN_WB@CEN,Central,WB,5,531,BHLu,Buckhurst Hill,769,WFDu,Woodford,5 659,1 099,1 768,1 447,982,295,68,21,49,79,132,158,201,217,242,233,241,218,207,181,153,127,110,92,76,70,61,56,49,47,46,46,44,46,47,48,53,56,55,54,55,57,57,59,65,76,78,84,88,89,93,94,98,96,104,97,92,84,83,71,59,55,49,41,33,31,27,25,25,23,21,20,18,17,15,13,11,10,8,7,5,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDu_CEN_WB>SWFu_CEN_WB@CEN,Central,WB,6,769,WFDu,Woodford,712,SWFu,South Woodford,8 139,1 617,2 871,1 927,1 268,366,92,34,60,102,171,239,292,341,378,375,354,356,330,296,264,225,179,152,130,110,101,86,80,70,69,67,67,65,66,68,72,71,72,72,72,68,72,73,81,89,97,104,108,117,120,127,126,134,130,122,118,109,99,88,83,67,66,54,45,39,35,29,28,26,24,24,22,20,20,17,16,14,12,8,7,5,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWFu_CEN_WB>SNBu_CEN_WB@CEN,Central,WB,7,712,SWFu,South Woodford,703,SNBu,Snaresbrook,9 710,1 849,3 514,2 296,1 484,448,120,41,73,124,205,255,313,408,430,436,442,443,389,358,323,280,230,185,169,136,123,107,99,89,86,84,83,80,81,84,88,86,87,87,86,84,88,87,94,102,111,117,124,126,137,142,141,145,156,142,131,131,127,104,98,89,77,64,59,50,44,38,34,31,29,28,26,24,22,21,18,17,15,13,10,9,6,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNBu_CEN_WB>LYSu_CEN_WB@CEN,Central,WB,8,703,SNBu,Snaresbrook,633,LYSu,Leytonstone,10 525,1 939,3 758,2 546,1 656,489,138,44,77,131,190,270,332,434,460,493,476,474,403,379,325,286,246,204,174,161,135,111,106,99,91,95,91,92,91,96,96,98,98,99,94,94,95,98,98,121,130,130,133,143,146,147,166,172,167,162,156,142,125,127,108,99,86,81,61,52,46,39,36,34,30,30,27,26,27,25,21,20,19,13,11,9,7,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDu_CEN_EB>RODu_CEN_WB@CEN,Central,WB,9,769,WFDu,Woodford,688,RODu,Roding Valley,601,11,98,213,204,65,10,0,0,0,0,0,0,4,6,6,8,11,12,10,13,12,9,5,6,3,2,2,3,4,3,4,6,7,5,7,8,8,7,9,9,9,7,10,11,12,9,14,17,21,17,22,22,20,16,20,19,18,18,15,14,12,9,7,8,7,4,6,6,6,4,5,5,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RODu_CEN_WB>CHGu_CEN_WB@CEN,Central,WB,10,688,RODu,Roding Valley,544,CHGu,Chigwell,601,11,109,212,193,66,10,0,0,0,0,0,1,4,6,6,9,13,10,12,15,13,9,9,6,3,2,3,3,4,3,5,6,6,5,7,8,9,7,9,9,9,7,10,11,12,9,14,17,20,17,22,22,20,13,16,18,14,13,16,16,11,11,9,8,7,4,5,6,6,4,5,5,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHGu_CEN_WB>GRHu_CEN_WB@CEN,Central,WB,11,544,CHGu,Chigwell,587,GRHu,Grange Hill,489,6,54,177,174,69,9,0,0,0,0,0,1,3,3,4,5,7,5,7,6,6,4,4,3,2,1,1,2,1,2,3,4,3,5,6,7,6,7,7,7,5,7,7,8,7,11,15,18,16,22,22,20,14,17,12,15,11,13,13,12,13,13,11,10,9,3,4,5,4,6,5,4,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRHu_CEN_WB>HAIu_CEN_WB@CEN,Central,WB,12,587,GRHu,Grange Hill,592,HAIu,Hainault,346,13,53,115,100,55,9,0,0,0,0,2,2,4,4,7,6,5,6,7,5,5,5,3,2,1,2,1,1,1,1,2,2,2,3,3,3,3,4,4,4,3,4,6,7,6,9,11,10,9,16,16,14,11,12,6,3,5,7,6,6,6,10,9,8,7,8,3,3,3,4,3,3,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
